as_of_year,state_abbr,loan_purpose_name,loan_type_name,action_taken_name,count
2008,AZ,Refinancing,Conventional,Loan originated,63251
2008,AZ,Refinancing,Conventional,Application denied by financial institution,58751
2008,AZ,Refinancing,Conventional,Application approved but not accepted,13883
2008,AZ,Home purchase,VA-guaranteed,Loan originated,5280
2008,AZ,Home purchase,VA-guaranteed,Application denied by financial institution,980
2008,AZ,Home purchase,VA-guaranteed,Application approved but not accepted,393
2008,AZ,Home purchase,FSA/RHS-guaranteed,Loan originated,987
2008,CA,Refinancing,FHA-insured,Application denied by financial institution,17606
2008,CA,Refinancing,FHA-insured,Application approved but not accepted,2495
2008,CA,Refinancing,Conventional,Loan originated,306996
2008,CA,Refinancing,Conventional,Application denied by financial institution,245990
2008,CA,Refinancing,Conventional,Application approved but not accepted,80323
2008,CA,Home purchase,VA-guaranteed,Loan originated,9865
2008,CA,Home purchase,VA-guaranteed,Application denied by financial institution,1657
2008,CA,Home purchase,VA-guaranteed,Application approved but not accepted,998
2008,CA,Home purchase,FSA/RHS-guaranteed,Loan originated,901
2008,CA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,365
2008,CA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,46
2008,CA,Home purchase,FHA-insured,Loan originated,78452
2008,CA,Home purchase,FHA-insured,Application denied by financial institution,19727
2008,CA,Home purchase,FHA-insured,Application approved but not accepted,7932
2008,CA,Home purchase,Conventional,Loan originated,231637
2008,CA,Home purchase,Conventional,Application denied by financial institution,85118
2008,CO,Home purchase,VA-guaranteed,Application approved but not accepted,327
2008,CO,Home purchase,FSA/RHS-guaranteed,Loan originated,390
2008,CO,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,104
2008,CO,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,7
2008,CO,Home purchase,FHA-insured,Loan originated,22071
2008,CO,Home purchase,FHA-insured,Application denied by financial institution,3860
2008,CO,Home purchase,FHA-insured,Application approved but not accepted,1508
2008,CO,Home purchase,Conventional,Loan originated,50456
2008,CO,Home purchase,Conventional,Application denied by financial institution,11015
2008,CO,Home purchase,Conventional,Application approved but not accepted,6636
2008,CA,Refinancing,VA-guaranteed,Loan originated,846
2008,CA,Refinancing,VA-guaranteed,Application denied by financial institution,484
2008,CA,Refinancing,VA-guaranteed,Application approved but not accepted,180
2008,CA,Refinancing,FSA/RHS-guaranteed,Loan originated,6
2008,CA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,9
2008,CA,Refinancing,FHA-insured,Loan originated,9903
2008,CT,Home purchase,Conventional,Application denied by financial institution,5029
2008,CT,Home purchase,Conventional,Application approved but not accepted,3130
2008,CO,Refinancing,VA-guaranteed,Loan originated,1652
2008,CO,Refinancing,VA-guaranteed,Application denied by financial institution,329
2008,CO,Refinancing,VA-guaranteed,Application approved but not accepted,213
2008,CO,Refinancing,FSA/RHS-guaranteed,Loan originated,3
2008,CO,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,5
2008,CO,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,1
2008,CO,Refinancing,FHA-insured,Loan originated,14808
2008,CO,Refinancing,FHA-insured,Application denied by financial institution,6441
2008,CO,Refinancing,FHA-insured,Application approved but not accepted,1864
2008,CO,Refinancing,Conventional,Loan originated,60438
2008,CO,Refinancing,Conventional,Application denied by financial institution,35981
2008,CO,Refinancing,Conventional,Application approved but not accepted,9485
2008,CO,Home purchase,VA-guaranteed,Loan originated,5005
2008,CO,Home purchase,VA-guaranteed,Application denied by financial institution,597
2008,CT,Refinancing,FHA-insured,Loan originated,5843
2008,CT,Refinancing,FHA-insured,Application denied by financial institution,5226
2008,CT,Refinancing,FHA-insured,Application approved but not accepted,737
2008,CT,Refinancing,Conventional,Loan originated,36946
2008,CT,Refinancing,Conventional,Application denied by financial institution,23975
2008,CT,Refinancing,Conventional,Application approved but not accepted,7208
2008,CT,Home purchase,VA-guaranteed,Loan originated,547
2008,CT,Home purchase,VA-guaranteed,Application denied by financial institution,72
2008,CT,Home purchase,VA-guaranteed,Application approved but not accepted,40
2008,CT,Home purchase,FSA/RHS-guaranteed,Loan originated,128
2008,CT,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,46
2008,CT,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,3
2008,CT,Home purchase,FHA-insured,Loan originated,7544
2008,CT,Home purchase,FHA-insured,Application denied by financial institution,1705
2008,CT,Home purchase,FHA-insured,Application approved but not accepted,481
2008,CT,Home purchase,Conventional,Loan originated,23997
2008,DC,Refinancing,Conventional,Application approved but not accepted,1166
2008,DC,Home purchase,VA-guaranteed,Loan originated,69
2008,DC,Home purchase,VA-guaranteed,Application denied by financial institution,13
2008,DC,Home purchase,VA-guaranteed,Application approved but not accepted,6
2008,DC,Home purchase,FSA/RHS-guaranteed,Loan originated,1
2008,DC,Home purchase,FHA-insured,Loan originated,1091
2008,DC,Home purchase,FHA-insured,Application denied by financial institution,296
2008,DC,Home purchase,FHA-insured,Application approved but not accepted,75
2008,DC,Home purchase,Conventional,Loan originated,5832
2008,DC,Home purchase,Conventional,Application denied by financial institution,1107
2008,DC,Home purchase,Conventional,Application approved but not accepted,730
2008,CT,Refinancing,VA-guaranteed,Loan originated,59
2008,CT,Refinancing,VA-guaranteed,Application denied by financial institution,46
2008,CT,Refinancing,VA-guaranteed,Application approved but not accepted,12
2008,CT,Refinancing,FSA/RHS-guaranteed,Loan originated,2
2008,CT,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,1
2008,DE,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,31
2008,DE,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,4
2008,DE,Home purchase,FHA-insured,Loan originated,2609
2008,DE,Home purchase,FHA-insured,Application denied by financial institution,447
2008,DE,Home purchase,FHA-insured,Application approved but not accepted,141
2008,DE,Home purchase,Conventional,Loan originated,7313
2008,DE,Home purchase,Conventional,Application denied by financial institution,1582
2008,DE,Home purchase,Conventional,Application approved but not accepted,883
2008,DC,Refinancing,VA-guaranteed,Loan originated,11
2008,DC,Refinancing,VA-guaranteed,Application denied by financial institution,13
2008,DC,Refinancing,VA-guaranteed,Application approved but not accepted,1
2008,DC,Refinancing,FHA-insured,Loan originated,742
2008,DC,Refinancing,FHA-insured,Application denied by financial institution,739
2008,DC,Refinancing,FHA-insured,Application approved but not accepted,91
2008,DC,Refinancing,Conventional,Loan originated,6582
2008,DC,Refinancing,Conventional,Application denied by financial institution,2985
2008,FL,Home purchase,Conventional,Application denied by financial institution,54927
2008,FL,Home purchase,Conventional,Application approved but not accepted,23712
2008,DE,Refinancing,VA-guaranteed,Loan originated,172
2008,DE,Refinancing,VA-guaranteed,Application denied by financial institution,55
2008,DE,Refinancing,VA-guaranteed,Application approved but not accepted,15
2008,DE,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,1
2008,DE,Refinancing,FHA-insured,Loan originated,2426
2008,DE,Refinancing,FHA-insured,Application denied by financial institution,2186
2008,DE,Refinancing,FHA-insured,Application approved but not accepted,291
2008,DE,Refinancing,Conventional,Loan originated,11195
2008,DE,Refinancing,Conventional,Application denied by financial institution,9817
2008,DE,Refinancing,Conventional,Application approved but not accepted,2052
2008,DE,Home purchase,VA-guaranteed,Loan originated,459
2008,DE,Home purchase,VA-guaranteed,Application denied by financial institution,61
2008,DE,Home purchase,VA-guaranteed,Application approved but not accepted,24
2008,DE,Home purchase,FSA/RHS-guaranteed,Loan originated,67
2008,FL,Refinancing,FHA-insured,Loan originated,18834
2008,FL,Refinancing,FHA-insured,Application denied by financial institution,22645
2008,FL,Refinancing,FHA-insured,Application approved but not accepted,3031
2008,FL,Refinancing,Conventional,Loan originated,132363
2008,FL,Refinancing,Conventional,Application denied by financial institution,146023
2008,FL,Refinancing,Conventional,Application approved but not accepted,36769
2008,FL,Home purchase,VA-guaranteed,Loan originated,9258
2008,FL,Home purchase,VA-guaranteed,Application denied by financial institution,1716
2008,FL,Home purchase,VA-guaranteed,Application approved but not accepted,545
2008,FL,Home purchase,FSA/RHS-guaranteed,Loan originated,2452
2008,FL,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,894
2008,FL,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,83
2008,FL,Home purchase,FHA-insured,Loan originated,42817
2008,FL,Home purchase,FHA-insured,Application denied by financial institution,14510
2008,FL,Home purchase,FHA-insured,Application approved but not accepted,2992
2008,FL,Home purchase,Conventional,Loan originated,119158
2008,GA,Home purchase,VA-guaranteed,Application approved but not accepted,295
2008,GA,Home purchase,FSA/RHS-guaranteed,Loan originated,1255
2008,GA,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,325
2008,GA,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,35
2008,GA,Home purchase,FHA-insured,Loan originated,31380
2008,GA,Home purchase,FHA-insured,Application denied by financial institution,7541
2008,GA,Home purchase,FHA-insured,Application approved but not accepted,1813
2008,GA,Home purchase,Conventional,Loan originated,64318
2008,GA,Home purchase,Conventional,Application denied by financial institution,16881
2008,GA,Home purchase,Conventional,Application approved but not accepted,7493
2008,FL,Refinancing,VA-guaranteed,Loan originated,2370
2008,FL,Refinancing,VA-guaranteed,Application denied by financial institution,871
2008,FL,Refinancing,VA-guaranteed,Application approved but not accepted,321
2008,FL,Refinancing,FSA/RHS-guaranteed,Loan originated,14
2008,FL,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,13
2008,FL,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,2
2008,HI,Home purchase,Conventional,Application denied by financial institution,1868
2008,HI,Home purchase,Conventional,Application approved but not accepted,968
2008,GA,Refinancing,VA-guaranteed,Loan originated,1898
2008,GA,Refinancing,VA-guaranteed,Application denied by financial institution,605
2008,GA,Refinancing,VA-guaranteed,Application approved but not accepted,255
2008,GA,Refinancing,FSA/RHS-guaranteed,Loan originated,14
2008,GA,Refinancing,FSA/RHS-guaranteed,Application denied by financial institution,8
2008,GA,Refinancing,FSA/RHS-guaranteed,Application approved but not accepted,3
2008,GA,Refinancing,FHA-insured,Loan originated,23847
2008,GA,Refinancing,FHA-insured,Application denied by financial institution,20832
2008,GA,Refinancing,FHA-insured,Application approved but not accepted,2560
2008,GA,Refinancing,Conventional,Loan originated,101386
2008,GA,Refinancing,Conventional,Application denied by financial institution,68696
2008,GA,Refinancing,Conventional,Application approved but not accepted,15579
2008,GA,Home purchase,VA-guaranteed,Loan originated,6848
2008,GA,Home purchase,VA-guaranteed,Application denied by financial institution,821
2008,HI,Refinancing,FHA-insured,Loan originated,540
2008,HI,Refinancing,FHA-insured,Application denied by financial institution,614
2008,HI,Refinancing,FHA-insured,Application approved but not accepted,71
2008,HI,Refinancing,Conventional,Loan originated,12657
2008,HI,Refinancing,Conventional,Application denied by financial institution,7158
2008,HI,Refinancing,Conventional,Application approved but not accepted,2488
2008,HI,Home purchase,VA-guaranteed,Loan originated,923
2008,HI,Home purchase,VA-guaranteed,Application denied by financial institution,111
2008,HI,Home purchase,VA-guaranteed,Application approved but not accepted,59
2008,HI,Home purchase,FSA/RHS-guaranteed,Loan originated,61
2008,HI,Home purchase,FSA/RHS-guaranteed,Application denied by financial institution,36
2008,HI,Home purchase,FSA/RHS-guaranteed,Application approved but not accepted,3
2008,HI,Home purchase,FHA-insured,Loan originated,450
2008,HI,Home purchase,FHA-insured,Application denied by financial institution,191
2008,HI,Home purchase,FHA-insured,Application approved but not accepted,52
2008,HI,Home purchase,Conventional,Loan originated,8686
2008,IA,Home purchase,VA-guaranteed,Application denied by financial institution,140
2008,IA,Home purchase,VA-guaranteed,Application approved but not accepted,59
