as_of_year,state_code,state_abbr,msamd,msamd_name,total_applications,total_originated,total_denied,denial_rate,origination_rate,conventional_share,govt_backed_share,purchase_share,recovery_index
2015,27,MN,29100,"La Crosse, Onalaska - WI, MN",484,424,60,0.124,0.876,0.876,0.0888,0.5372,0.9528
2015,27,MN,29100,"La Crosse, Onalaska - WI, MN",484,424,60,0.124,0.876,0.876,0.0888,0.5372,0.1312
2015,27,MN,31860,"Mankato, North Mankato - MN",2684,2335,349,0.13,0.87,0.7779,0.1982,0.532,
2015,27,MN,33460,"Minneapolis, St. Paul, Bloomington - MN, WI",119706,101655,18051,0.1508,0.8492,0.7621,0.2284,0.4916,1.017
2015,27,MN,33460,"Minneapolis, St. Paul, Bloomington - MN, WI",119706,101655,18051,0.1508,0.8492,0.7621,0.2284,0.4916,23.5642
2015,27,MN,40340,Rochester - MN,7215,6250,965,0.1337,0.8663,0.8039,0.1672,0.5878,1.0773
2015,27,MN,41060,St. Cloud - MN,5462,4668,794,0.1454,0.8546,0.7265,0.219,0.5176,0.931
2015,28,MS,25060,"Gulfport, Biloxi, Pascagoula - MS",8613,6340,2273,0.2639,0.7361,0.6001,0.3532,0.5196,0.8878
2015,28,MS,25620,Hattiesburg - MS,3441,2572,869,0.2525,0.7475,0.6966,0.2537,0.5417,0.6309
2015,28,MS,27140,Jackson - MS,11933,8827,3106,0.2603,0.7397,0.6692,0.3003,0.4863,0.642
2015,28,MS,32820,"Memphis - TN, MS, AR",7405,5698,1707,0.2305,0.7695,0.5544,0.3988,0.5047,0.6688
2015,28,MS,32820,"Memphis - TN, MS, AR",7405,5698,1707,0.2305,0.7695,0.5544,0.3988,0.5047,0.1544
2015,28,MS,32820,"Memphis - TN, MS, AR",7405,5698,1707,0.2305,0.7695,0.5544,0.3988,0.5047,4.796
2015,29,MO,16020,"Cape Girardeau - MO, IL",2458,2001,457,0.1859,0.8141,0.7848,0.1733,0.5232,
2015,29,MO,17860,Columbia - MO,4798,4215,583,0.1215,0.8785,0.7743,0.1967,0.6092,0.7932
2015,29,MO,22220,"Fayetteville, Springdale, Rogers - AR, MO",436,264,172,0.3945,0.6055,0.7202,0.2064,0.578,0.5806
2015,29,MO,22220,"Fayetteville, Springdale, Rogers - AR, MO",436,264,172,0.3945,0.6055,0.7202,0.2064,0.578,0.0218
2015,29,MO,27620,Jefferson City - MO,3782,3077,705,0.1864,0.8136,0.7292,0.2044,0.5698,0.7129
2015,29,MO,27900,Joplin - MO,4358,3429,929,0.2132,0.7868,0.6987,0.2478,0.5684,0.6032
2015,29,MO,28140,"Kansas City - MO, KS",36128,29984,6144,0.1701,0.8299,0.65,0.3333,0.5336,1.0017
2015,29,MO,28140,"Kansas City - MO, KS",36128,29984,6144,0.1701,0.8299,0.65,0.3333,0.5336,0.6142
2015,29,MO,41140,"St. Joseph - MO, KS",2690,2123,567,0.2108,0.7892,0.6829,0.3015,0.4978,14.6995
2015,29,MO,41140,"St. Joseph - MO, KS",2690,2123,567,0.2108,0.7892,0.6829,0.3015,0.4978,0.5211
2015,29,MO,41180,"St. Louis - MO, IL",70198,58854,11344,0.1616,0.8384,0.7112,0.2735,0.4688,2.2876
2015,29,MO,41180,"St. Louis - MO, IL",70198,58854,11344,0.1616,0.8384,0.7112,0.2735,0.4688,0.6217
2015,29,MO,44180,Springfield - MO,13657,11393,2264,0.1658,0.8342,0.6835,0.2559,0.5385,0.6408
2015,30,MT,13740,Billings - MT,5804,4880,924,0.1592,0.8408,0.6769,0.3062,0.5582,0.9369
2015,30,MT,24500,Great Falls - MT,2470,2004,466,0.1887,0.8113,0.5789,0.4069,0.5409,0.751
2015,30,MT,33540,Missoula - MT,3288,2826,462,0.1405,0.8595,0.7977,0.1767,0.5182,0.7587
2015,31,NE,24260,Grand Island - NE,1939,1610,329,0.1697,0.8303,0.7788,0.2047,0.5534,
2015,31,NE,30700,Lincoln - NE,9302,8195,1107,0.119,0.881,0.7792,0.2139,0.5518,0.9733
2015,31,NE,36540,"Omaha, Council Bluffs - NE, IA",26692,23091,3601,0.1349,0.8651,0.6837,0.3105,0.5485,5.3945
2015,31,NE,36540,"Omaha, Council Bluffs - NE, IA",26692,23091,3601,0.1349,0.8651,0.6837,0.3105,0.5485,0.9739
2015,31,NE,43580,"Sioux City - IA, NE, SD",548,406,142,0.2591,0.7409,0.7938,0.1861,0.5493,0.1747
2015,31,NE,43580,"Sioux City - IA, NE, SD",548,406,142,0.2591,0.7409,0.7938,0.1861,0.5493,0.7258
2015,31,NE,43580,"Sioux City - IA, NE, SD",548,406,142,0.2591,0.7409,0.7938,0.1861,0.5493,1.0205
2015,32,NV,16180,Carson City - NV,1543,1254,289,0.1873,0.8127,0.7097,0.2903,0.4167,0.7864
2015,32,NV,29820,"Las Vegas, Henderson, Paradise - NV",70615,55464,15151,0.2146,0.7854,0.588,0.4109,0.4987,0.6096
2015,32,NV,39900,Reno - NV,17995,14988,3007,0.1671,0.8329,0.7166,0.2764,0.4527,0.9021
2015,33,NH,31700,"Manchester, Nashua - NH",11907,9652,2255,0.1894,0.8106,0.7111,0.2761,0.4899,0.8031
2015,33,NH,40484,"Rockingham County, Strafford County - NH",14721,11797,2924,0.1986,0.8014,0.7459,0.2353,0.4992,0.8997
2015,34,NJ,10900,"Allentown, Bethlehem, Easton - PA, NJ",2669,2011,658,0.2465,0.7535,0.6875,0.2964,0.4406,0.5625
2015,34,NJ,10900,"Allentown, Bethlehem, Easton - PA, NJ",2669,2011,658,0.2465,0.7535,0.6875,0.2964,0.4406,0.087
2015,34,NJ,12100,"Atlantic City, Hammonton - NJ",6183,4418,1765,0.2855,0.7145,0.6916,0.288,0.4339,0.3983
2015,34,NJ,15804,Camden - NJ,29527,22578,6949,0.2353,0.7647,0.631,0.3582,0.4381,0.5095
2015,34,NJ,35084,"Newark - NJ, PA",56406,43853,12553,0.2225,0.7775,0.7738,0.2237,0.4517,0.6995
2015,34,NJ,35084,"Newark - NJ, PA",56406,43853,12553,0.2225,0.7775,0.7738,0.2237,0.4517,12.0965
2015,34,NJ,35614,"New York, Jersey City, White Plains - NY, NJ",96630,74675,21955,0.2272,0.7728,0.7861,0.2119,0.4423,
2015,34,NJ,36140,Ocean City - NJ,5821,4613,1208,0.2075,0.7925,0.8997,0.0869,0.5334,0.664
2015,34,NJ,45940,Trenton - NJ,7456,5720,1736,0.2328,0.7672,0.789,0.2095,0.436,0.5201
2015,34,NJ,47220,"Vineland, Bridgeton - NJ",2408,1696,712,0.2957,0.7043,0.5199,0.4626,0.4041,0.3685
2015,34,NJ,48864,"Wilmington - DE, MD, NJ",1228,900,328,0.2671,0.7329,0.5717,0.3819,0.386,0.0501
2015,34,NJ,48864,"Wilmington - DE, MD, NJ",1228,900,328,0.2671,0.7329,0.5717,0.3819,0.386,0.2521
2015,34,NJ,48864,"Wilmington - DE, MD, NJ",1228,900,328,0.2671,0.7329,0.5717,0.3819,0.386,0.3866
2015,35,NM,10740,Albuquerque - NM,24750,18480,6270,0.2533,0.7467,0.6076,0.3886,0.4529,0.5466
2015,35,NM,22140,Farmington - NM,2357,1609,748,0.3174,0.6826,0.5999,0.3759,0.5057,0.6612
2015,35,NM,29740,Las Cruces - NM,4189,3062,1127,0.269,0.731,0.6054,0.3925,0.4973,0.5247
2015,35,NM,42140,Santa Fe - NM,4218,2985,1233,0.2923,0.7077,0.816,0.1802,0.4222,0.6025
2015,36,NY,10580,"Albany, Schenectady, Troy - NY",17988,14334,3654,0.2031,0.7969,0.7229,0.2603,0.553,0.6193
2015,36,NY,13780,Binghamton - NY,3388,2644,744,0.2196,0.7804,0.6582,0.3205,0.5517,0.5126
2015,36,NY,15380,"Buffalo, Cheektowaga, Niagara Falls - NY",18311,15038,3273,0.1787,0.8213,0.6997,0.2934,0.6279,0.6503
2015,36,NY,20524,"Dutchess County, Putnam County - NY",6730,4964,1766,0.2624,0.7376,0.7712,0.2247,0.5218,
2015,36,NY,21300,Elmira - NY,1438,1182,256,0.178,0.822,0.6926,0.2886,0.5647,0.622
2015,36,NY,24020,Glens Falls - NY,2546,1860,686,0.2694,0.7306,0.6783,0.2848,0.5279,0.5012
2015,36,NY,27060,Ithaca - NY,1358,1209,149,0.1097,0.8903,0.8932,0.0972,0.6208,0.6218
2015,36,NY,28740,Kingston - NY,2811,2134,677,0.2408,0.7592,0.8221,0.1686,0.545,0.4566
2015,36,NY,35004,"Nassau County, Suffolk County - NY",51473,39322,12151,0.2361,0.7639,0.7759,0.2239,0.5071,0.5417
2015,36,NY,35614,"New York, Jersey City, White Plains - NY, NJ",98436,72868,25568,0.2597,0.7403,0.8635,0.1359,0.5665,
2015,36,NY,40380,Rochester - NY,19248,15996,3252,0.169,0.831,0.7227,0.2588,0.6228,0.6551
2015,36,NY,45060,Syracuse - NY,11333,9262,2071,0.1827,0.8173,0.6815,0.3055,0.6049,0.6103
2015,36,NY,46540,"Utica, Rome - NY",4732,3732,1000,0.2113,0.7887,0.6786,0.3026,0.5044,0.6001
2015,36,NY,48060,"Watertown, Fort Drum - NY",2015,1526,489,0.2427,0.7573,0.6139,0.3658,0.5682,
2015,37,NC,11700,Asheville - NC,14061,10970,3091,0.2198,0.7802,0.8047,0.1656,0.5473,0.7233
2015,37,NC,15500,Burlington - NC,4043,3048,995,0.2461,0.7539,0.6834,0.2857,0.5305,0.7104
2015,37,NC,16740,"Charlotte, Concord, Gastonia - NC, SC",70558,55704,14854,0.2105,0.7895,0.728,0.2571,0.5263,0.8351
2015,37,NC,16740,"Charlotte, Concord, Gastonia - NC, SC",70558,55704,14854,0.2105,0.7895,0.728,0.2571,0.5263,5.6114
2015,37,NC,20500,"Durham, Chapel Hill - NC",15590,12713,2877,0.1845,0.8155,0.7972,0.1947,0.5301,0.7931
2015,37,NC,22180,Fayetteville - NC,9780,7110,2670,0.273,0.727,0.3196,0.6608,0.4337,0.6599
2015,37,NC,24140,Goldsboro - NC,2203,1657,546,0.2478,0.7522,0.4943,0.4734,0.497,0.5986
2015,37,NC,24660,"Greensboro, High Point - NC",17113,12761,4352,0.2543,0.7457,0.6938,0.2806,0.5148,0.5836
2015,37,NC,24780,Greenville - NC,3644,2718,926,0.2541,0.7459,0.6767,0.2873,0.5648,0.5586
2015,37,NC,25860,"Hickory, Lenoir, Morganton - NC",7831,5766,2065,0.2637,0.7363,0.6894,0.2465,0.5047,0.5802
2015,37,NC,27340,Jacksonville - NC,5795,4622,1173,0.2024,0.7976,0.2721,0.7046,0.5096,0.8052
2015,37,NC,34820,"Myrtle Beach, Conway, North Myrtle Beach - SC, NC",5880,4691,1189,0.2022,0.7978,0.7825,0.1886,0.5922,0.2669
2015,37,NC,35100,New Bern - NC,3119,2339,780,0.2501,0.7499,0.5473,0.4332,0.505,
2015,37,NC,39580,Raleigh - NC,46294,38729,7565,0.1634,0.8366,0.7613,0.2108,0.5453,0.8689
2015,37,NC,40580,Rocky Mount - NC,2503,1610,893,0.3568,0.6432,0.63,0.3276,0.4878,0.4985
2015,37,NC,47260,"Virginia Beach, Norfolk, Newport News - VA, NC",1675,1256,419,0.2501,0.7499,0.6191,0.3606,0.5099,0.9952
2015,37,NC,47260,"Virginia Beach, Norfolk, Newport News - VA, NC",1675,1256,419,0.2501,0.7499,0.6191,0.3606,0.5099,0.0192
2015,37,NC,48900,Wilmington - NC,9930,7985,1945,0.1959,0.8041,0.734,0.2442,0.5541,0.4828
2015,37,NC,49180,"Winston, Salem - NC",15637,11700,3937,0.2518,0.7482,0.6843,0.2886,0.5068,0.815
2015,38,ND,13900,Bismarck - ND,4375,3930,445,0.1017,0.8983,0.768,0.2192,0.5584,1.2369
2015,38,ND,22020,"Fargo - ND, MN",5188,4674,514,0.0991,0.9009,0.7876,0.2082,0.5983,2.7348
2015,38,ND,22020,"Fargo - ND, MN",5188,4674,514,0.0991,0.9009,0.7876,0.2082,0.5983,1.1993
2015,38,ND,24220,"Grand Forks - ND, MN",1711,1481,230,0.1344,0.8656,0.7528,0.2361,0.5634,1.9988
2015,38,ND,24220,"Grand Forks - ND, MN",1711,1481,230,0.1344,0.8656,0.7528,0.2361,0.5634,1.013
2015,39,OH,10420,Akron - OH,16904,13078,3826,0.2263,0.7737,0.7185,0.2772,0.4912,0.6679
2015,39,OH,15940,"Canton, Massillon - OH",9029,6923,2106,0.2332,0.7668,0.6755,0.3099,0.4634,0.6267
2015,39,OH,17140,"Cincinnati - OH, KY, IN",49552,38897,10655,0.215,0.785,0.7301,0.2576,0.4727,14.5144
2015,39,OH,17140,"Cincinnati - OH, KY, IN",49552,38897,10655,0.215,0.785,0.7301,0.2576,0.4727,2.6028
2015,39,OH,17140,"Cincinnati - OH, KY, IN",49552,38897,10655,0.215,0.785,0.7301,0.2576,0.4727,0.7689
2015,39,OH,17460,"Cleveland, Elyria - OH",48625,36842,11783,0.2423,0.7577,0.7194,0.2772,0.4737,0.7001
2015,39,OH,18140,Columbus - OH,59288,47555,11733,0.1979,0.8021,0.706,0.2813,0.5241,0.8415
2015,39,OH,19380,Dayton - OH,19971,15602,4369,0.2188,0.7812,0.6409,0.3506,0.4948,0.6425
2015,39,OH,26580,"Huntington, Ashland - WV, KY, OH",1260,859,401,0.3183,0.6817,0.7405,0.2246,0.4746,0.3597
2015,39,OH,26580,"Huntington, Ashland - WV, KY, OH",1260,859,401,0.3183,0.6817,0.7405,0.2246,0.4746,0.5312
2015,39,OH,26580,"Huntington, Ashland - WV, KY, OH",1260,859,401,0.3183,0.6817,0.7405,0.2246,0.4746,0.3027
2015,39,OH,30620,Lima - OH,1939,1457,482,0.2486,0.7514,0.6998,0.2713,0.5064,0.484
2015,39,OH,31900,Mansfield - OH,2241,1728,513,0.2289,0.7711,0.6836,0.2802,0.5248,0.5243
2015,39,OH,44220,Springfield - OH,3044,2306,738,0.2424,0.7576,0.6071,0.3456,0.456,0.5666
2015,39,OH,45780,Toledo - OH,13384,10350,3034,0.2267,0.7733,0.7242,0.2663,0.5164,0.566
2015,39,OH,48260,"Weirton, Steubenville - WV, OH",1237,843,394,0.3185,0.6815,0.7001,0.2724,0.4349,0.5849
2015,39,OH,48260,"Weirton, Steubenville - WV, OH",1237,843,394,0.3185,0.6815,0.7001,0.2724,0.4349,0.8181
2015,39,OH,48540,"Wheeling - WV, OH",1210,896,314,0.2595,0.7405,0.7132,0.2306,0.5347,0.5969
2015,39,OH,48540,"Wheeling - WV, OH",1210,896,314,0.2595,0.7405,0.7132,0.2306,0.5347,0.5882
2015,39,OH,49660,"Youngstown, Warren, Boardman - OH, PA",8271,6003,2268,0.2742,0.7258,0.6994,0.2873,0.4569,0.5382
2015,39,OH,49660,"Youngstown, Warren, Boardman - OH, PA",8271,6003,2268,0.2742,0.7258,0.6994,0.2873,0.4569,2.1916
2015,4,AZ,22380,Flagstaff - AZ,4412,3491,921,0.2087,0.7913,0.7833,0.2074,0.5,0.8306
2015,4,AZ,29420,"Lake Havasu City, Kingman - AZ",6791,5165,1626,0.2394,0.7606,0.6588,0.3137,0.4881,0.5518
2015,4,AZ,38060,"Phoenix, Mesa, Scottsdale - AZ",173158,141344,31814,0.1837,0.8163,0.6331,0.3637,0.4874,0.6561
2015,4,AZ,39140,Prescott - AZ,8629,6794,1835,0.2127,0.7873,0.6932,0.293,0.5085,0.7014
2015,4,AZ,43420,"Sierra Vista, Douglas - AZ",2971,2191,780,0.2625,0.7375,0.4312,0.5419,0.4254,
2015,4,AZ,46060,Tucson - AZ,30000,24003,5997,0.1999,0.8001,0.6031,0.3873,0.4763,0.6427
2015,4,AZ,49740,Yuma - AZ,4235,3411,824,0.1946,0.8054,0.4534,0.498,0.5339,0.5474
2015,40,OK,22900,"Fort Smith - AR, OK",1617,1146,471,0.2913,0.7087,0.6895,0.2338,0.6085,0.5404
2015,40,OK,22900,"Fort Smith - AR, OK",1617,1146,471,0.2913,0.7087,0.6895,0.2338,0.6085,0.2476
2015,40,OK,30020,Lawton - OK,2466,1826,640,0.2595,0.7405,0.4242,0.5673,0.5114,0.5443
2015,40,OK,36420,Oklahoma City - OK,36438,29160,7278,0.1997,0.8003,0.6515,0.3418,0.5882,0.7764
2015,40,OK,46140,Tulsa - OK,24373,18930,5443,0.2233,0.7767,0.6528,0.3185,0.5799,0.7158
2015,41,OR,10540,Albany - OR,3463,2688,775,0.2238,0.7762,0.5951,0.3607,0.5004,
2015,41,OR,13460,"Bend, Redmond - OR",9396,8004,1392,0.1481,0.8519,0.7627,0.2242,0.5298,0.9139
2015,41,OR,18700,Corvallis - OR,2302,1944,358,0.1555,0.8445,0.8167,0.172,0.5109,0.9493
2015,41,OR,21660,Eugene - OR,10620,8492,2128,0.2004,0.7996,0.6919,0.2899,0.4795,0.77
2015,41,OR,24420,Grants Pass - OR,2454,1950,504,0.2054,0.7946,0.6422,0.3003,0.4988,
2015,41,OR,32780,Medford - OR,6677,5463,1214,0.1818,0.8182,0.6958,0.2888,0.5005,0.7764
2015,41,OR,38900,"Portland, Vancouver, Hillsboro - OR, WA",71218,59899,11319,0.1589,0.8411,0.7942,0.1968,0.473,0.8535
2015,41,OR,38900,"Portland, Vancouver, Hillsboro - OR, WA",71218,59899,11319,0.1589,0.8411,0.7942,0.1968,0.473,3.0264
2015,41,OR,41420,Salem - OR,11845,9408,2437,0.2057,0.7943,0.6356,0.3398,0.5098,0.7176
2015,42,PA,10900,"Allentown, Bethlehem, Easton - PA, NJ",17109,13200,3909,0.2285,0.7715,0.6839,0.3044,0.4817,3.6057
2015,42,PA,10900,"Allentown, Bethlehem, Easton - PA, NJ",17109,13200,3909,0.2285,0.7715,0.6839,0.3044,0.4817,0.5574
2015,42,PA,11020,Altoona - PA,2408,1904,504,0.2093,0.7907,0.679,0.2882,0.495,0.578
2015,42,PA,14100,"Bloomsburg, Berwick - PA",1715,1316,399,0.2327,0.7673,0.751,0.2047,0.5283,
2015,42,PA,16540,"Chambersburg, Waynesboro - PA",3495,2656,839,0.2401,0.7599,0.6117,0.3087,0.4979,
2015,42,PA,20700,East Stroudsburg - PA,4642,2932,1710,0.3684,0.6316,0.6297,0.347,0.4479,
2015,42,PA,21500,Erie - PA,5487,4260,1227,0.2236,0.7764,0.7279,0.2641,0.4828,0.6554
2015,42,PA,23900,Gettysburg - PA,2744,2030,714,0.2602,0.7398,0.6337,0.3087,0.4657,
2015,42,PA,25420,"Harrisburg, Carlisle - PA",13867,10970,2897,0.2089,0.7911,0.6793,0.2998,0.5123,0.659
2015,42,PA,27780,Johnstown - PA,2231,1703,528,0.2367,0.7633,0.7266,0.2317,0.5069,0.52
2015,42,PA,29540,Lancaster - PA,11647,9413,2234,0.1918,0.8082,0.7052,0.2552,0.5167,0.6982
2015,42,PA,30140,Lebanon - PA,3150,2506,644,0.2044,0.7956,0.6749,0.2914,0.5073,0.5975
2015,42,PA,33874,"Montgomery County, Bucks County, Chester County - PA",53739,43802,9937,0.1849,0.8151,0.7909,0.2012,0.4562,
2015,42,PA,35084,"Newark - NJ, PA",1996,1342,654,0.3277,0.6723,0.6964,0.2725,0.4699,0.0248
2015,42,PA,35084,"Newark - NJ, PA",1996,1342,654,0.3277,0.6723,0.6964,0.2725,0.4699,0.4281
2015,42,PA,37964,Philadelphia - PA,41142,29956,11186,0.2719,0.7281,0.7198,0.2802,0.4555,0.2715
2015,42,PA,38300,Pittsburgh - PA,54156,43206,10950,0.2022,0.7978,0.7339,0.2528,0.5059,0.7019
2015,42,PA,39740,Reading - PA,9066,6981,2085,0.23,0.77,0.6609,0.3152,0.5064,0.5518
2015,42,PA,42540,"Scranton, Wilkes-Barre, Hazleton - PA",10000,7290,2710,0.271,0.729,0.6897,0.2989,0.4725,0.5059
2015,42,PA,44300,State College - PA,3038,2555,483,0.159,0.841,0.8038,0.1626,0.5375,0.8156
2015,42,PA,48700,Williamsport - PA,2255,1805,450,0.1996,0.8004,0.7472,0.2404,0.5574,0.575
2015,42,PA,49620,"York, Hanover - PA",11543,8919,2624,0.2273,0.7727,0.618,0.3399,0.4968,0.5965
2015,42,PA,49660,"Youngstown, Warren, Boardman - OH, PA",2070,1525,545,0.2633,0.7367,0.7092,0.2604,0.5039,0.1347
2015,42,PA,49660,"Youngstown, Warren, Boardman - OH, PA",2070,1525,545,0.2633,0.7367,0.7092,0.2604,0.5039,0.5485
2015,44,RI,39300,"Providence, Warwick - RI, MA",26168,21111,5057,0.1933,0.8067,0.7173,0.2769,0.4467,1.3782
2015,44,RI,39300,"Providence, Warwick - RI, MA",26168,21111,5057,0.1933,0.8067,0.7173,0.2769,0.4467,0.6306
2015,45,SC,12260,"Augusta, Richmond County - GA, SC",4577,3435,1142,0.2495,0.7505,0.6072,0.3507,0.5777,0.3126
2015,45,SC,12260,"Augusta, Richmond County - GA, SC",4577,3435,1142,0.2495,0.7505,0.6072,0.3507,0.5777,0.7278
2015,45,SC,16700,"Charleston, North Charleston - SC",28475,22650,5825,0.2046,0.7954,0.6814,0.3101,0.577,0.8224
2015,45,SC,16740,"Charlotte, Concord, Gastonia - NC, SC",13642,10847,2795,0.2049,0.7951,0.683,0.2777,0.5913,0.1615
2015,45,SC,16740,"Charlotte, Concord, Gastonia - NC, SC",13642,10847,2795,0.2049,0.7951,0.683,0.2777,0.5913,1.0849
2015,45,SC,17900,Columbia - SC,22801,16751,6050,0.2653,0.7347,0.5952,0.3783,0.5414,0.684
2015,45,SC,22500,Florence - SC,3873,2633,1240,0.3202,0.6798,0.6703,0.3003,0.5794,0.5234
2015,45,SC,24860,"Greenville, Anderson, Mauldin - SC",24190,18989,5201,0.215,0.785,0.6855,0.2779,0.5742,0.9311
2015,45,SC,25940,"Hilton Head Island, Bluffton, Beaufort - SC",8657,6473,2184,0.2523,0.7477,0.7531,0.2246,0.6007,
2015,45,SC,34820,"Myrtle Beach, Conway, North Myrtle Beach - SC, NC",13712,10397,3315,0.2418,0.7582,0.778,0.2062,0.6292,0.6224
2015,45,SC,43900,Spartanburg - SC,8232,6007,2225,0.2703,0.7297,0.6086,0.307,0.5912,0.7436
2015,45,SC,44940,Sumter - SC,2383,1448,935,0.3924,0.6076,0.5531,0.4335,0.4847,0.6087
2015,46,SD,39660,Rapid City - SD,4270,3571,699,0.1637,0.8363,0.6227,0.3429,0.578,0.8802
2015,46,SD,43580,"Sioux City - IA, NE, SD",497,422,75,0.1509,0.8491,0.8068,0.1408,0.5513,0.1585
2015,46,SD,43580,"Sioux City - IA, NE, SD",497,422,75,0.1509,0.8491,0.8068,0.1408,0.5513,0.6583
2015,46,SD,43580,"Sioux City - IA, NE, SD",497,422,75,0.1509,0.8491,0.8068,0.1408,0.5513,0.9255
2015,46,SD,43620,Sioux Falls - SD,9101,7928,1173,0.1289,0.8711,0.7086,0.2568,0.5653,1.0937
2015,47,TN,16860,"Chattanooga - TN, GA",11453,8825,2628,0.2295,0.7705,0.6694,0.3064,0.52,1.7462
2015,47,TN,16860,"Chattanooga - TN, GA",11453,8825,2628,0.2295,0.7705,0.6694,0.3064,0.52,0.6658
2015,47,TN,17300,"Clarksville - TN, KY",7354,5879,1475,0.2006,0.7994,0.3149,0.6804,0.5411,2.5245
2015,47,TN,17300,"Clarksville - TN, KY",7354,5879,1475,0.2006,0.7994,0.3149,0.6804,0.5411,0.8051
2015,47,TN,17420,Cleveland - TN,3196,2389,807,0.2525,0.7475,0.6342,0.3141,0.515,0.6709
2015,47,TN,27180,Jackson - TN,2979,2207,772,0.2591,0.7409,0.6358,0.3098,0.5196,0.624
2015,47,TN,27740,Johnson City - TN,4882,3694,1188,0.2433,0.7567,0.7126,0.2472,0.5451,0.6773
2015,47,TN,28700,"Kingsport, Bristol, Bristol - TN, VA",5206,3805,1401,0.2691,0.7309,0.7286,0.247,0.5442,0.686
2015,47,TN,28700,"Kingsport, Bristol, Bristol - TN, VA",5206,3805,1401,0.2691,0.7309,0.7286,0.247,0.5442,1.6366
2015,47,TN,28940,Knoxville - TN,25726,19723,6003,0.2333,0.7667,0.6832,0.2712,0.5363,0.835
2015,47,TN,32820,"Memphis - TN, MS, AR",22019,16525,5494,0.2495,0.7505,0.627,0.3601,0.4793,1.9887
2015,47,TN,32820,"Memphis - TN, MS, AR",22019,16525,5494,0.2495,0.7505,0.627,0.3601,0.4793,0.459
2015,47,TN,32820,"Memphis - TN, MS, AR",22019,16525,5494,0.2495,0.7505,0.627,0.3601,0.4793,14.261
2015,47,TN,34100,Morristown - TN,3011,2094,917,0.3045,0.6955,0.6294,0.282,0.4932,0.5511
2015,47,TN,34980,"Nashville-Davidson, Murfreesboro, Franklin - TN",69531,56378,13153,0.1892,0.8108,0.6768,0.2957,0.5435,0.9063
2015,48,TX,10180,Abilene - TX,3789,3110,679,0.1792,0.8208,0.6144,0.383,0.6408,0.9271
2015,48,TX,11100,Amarillo - TX,6561,5264,1297,0.1977,0.8023,0.6845,0.3132,0.5821,0.8789
2015,48,TX,12420,"Austin, Round Rock - TX",68216,55902,12314,0.1805,0.8195,0.7717,0.2104,0.5799,1.067
2015,48,TX,13140,"Beaumont, Port Arthur - TX",6877,5070,1807,0.2628,0.7372,0.6634,0.3203,0.6093,0.703
2015,48,TX,15180,"Brownsville, Harlingen - TX",4647,3119,1528,0.3288,0.6712,0.6527,0.3445,0.4954,0.4649
2015,48,TX,17780,"College Station, Bryan - TX",5272,4323,949,0.18,0.82,0.7912,0.2054,0.6956,0.9799
2015,48,TX,18580,Corpus Christi - TX,9859,7424,2435,0.247,0.753,0.6855,0.3117,0.5976,0.7528
2015,48,TX,19124,"Dallas, Plano, Irving - TX",132898,107423,25475,0.1917,0.8083,0.764,0.2295,0.5532,0.8968
2015,48,TX,21340,El Paso - TX,15738,10941,4797,0.3048,0.6952,0.5569,0.4372,0.5108,0.6093
2015,48,TX,23104,"Fort Worth, Arlington - TX",65717,52535,13182,0.2006,0.7994,0.6818,0.3142,0.5718,0.8513
2015,48,TX,26420,"Houston, The Woodlands, Sugar Land - TX",166900,128267,38633,0.2315,0.7685,0.7334,0.2638,0.5673,0.801
2015,48,TX,28660,"Killeen, Temple - TX",11235,8837,2398,0.2134,0.7866,0.4012,0.5907,0.5915,0.9186
2015,48,TX,29700,Laredo - TX,4018,2796,1222,0.3041,0.6959,0.5338,0.4662,0.5388,0.6363
2015,48,TX,30980,Longview - TX,4353,3148,1205,0.2768,0.7232,0.7429,0.2334,0.6136,0.7819
2015,48,TX,31180,Lubbock - TX,6977,5949,1028,0.1473,0.8527,0.6871,0.3092,0.6666,0.8346
2015,48,TX,32580,"McAllen, Edinburg, Mission - TX",8599,5481,3118,0.3626,0.6374,0.6486,0.3498,0.4708,0.4699
2015,48,TX,33260,Midland - TX,4952,3990,962,0.1943,0.8057,0.6624,0.3376,0.6686,1.027
2015,48,TX,36220,Odessa - TX,3413,2420,993,0.2909,0.7091,0.6124,0.3873,0.6546,0.9571
2015,48,TX,41660,San Angelo - TX,2799,2240,559,0.1997,0.8003,0.6231,0.3755,0.5959,0.915
2015,48,TX,41700,"San Antonio, New Braunfels - TX",65113,49454,15659,0.2405,0.7595,0.5968,0.3944,0.553,0.9053
2015,48,TX,43300,"Sherman, Denison - TX",3216,2454,762,0.2369,0.7631,0.6937,0.2876,0.6238,0.825
2015,48,TX,45500,"Texarkana - TX, AR",1880,1384,496,0.2638,0.7362,0.7335,0.2309,0.5989,0.7553
2015,48,TX,45500,"Texarkana - TX, AR",1880,1384,496,0.2638,0.7362,0.7335,0.2309,0.5989,1.7153
2015,48,TX,46340,Tyler - TX,5383,4066,1317,0.2447,0.7553,0.7572,0.2205,0.6338,0.8431
2015,48,TX,47020,Victoria - TX,1894,1455,439,0.2318,0.7682,0.7265,0.2724,0.6605,0.6769
2015,48,TX,47380,Waco - TX,5184,3950,1234,0.238,0.762,0.7247,0.2577,0.6055,0.8486
