as_of_year,state_code,state_abbr,msamd,msamd_name,total_applications,total_originated,total_denied,denial_rate,origination_rate,conventional_share,govt_backed_share,purchase_share,recovery_index
2007,39,OH,37620,"Parkersburg, Marietta, Vienna - WV, OH",1870,1184,686,0.3668,0.6332,0.9091,0.0856,0.4193,0.5722
2007,39,OH,41780,Sandusky - OH,2735,1725,1010,0.3693,0.6307,0.9276,0.0717,0.4238,1.0
2007,39,OH,44220,Springfield - OH,5372,3113,2259,0.4205,0.5795,0.8552,0.1435,0.3691,1.0
2007,39,OH,45780,Toledo - OH,23645,13783,9862,0.4171,0.5829,0.9448,0.0538,0.38,1.0
2007,39,OH,48260,"Weirton, Steubenville - WV, OH",2115,1200,915,0.4326,0.5674,0.9054,0.0766,0.366,1.0
2007,39,OH,48260,"Weirton, Steubenville - WV, OH",2115,1200,915,0.4326,0.5674,0.9054,0.0766,0.366,1.3988
2007,39,OH,48540,"Wheeling - WV, OH",2027,1220,807,0.3981,0.6019,0.8989,0.0513,0.4144,1.0
2007,39,OH,48540,"Wheeling - WV, OH",2027,1220,807,0.3981,0.6019,0.8989,0.0513,0.4144,0.9854
2007,39,OH,49660,"Youngstown, Warren, Boardman - OH, PA",15368,8812,6556,0.4266,0.5734,0.9283,0.0712,0.3689,1.0
2007,39,OH,49660,"Youngstown, Warren, Boardman - OH, PA",15368,8812,6556,0.4266,0.5734,0.9283,0.0712,0.3689,4.0721
2007,4,AZ,22380,Flagstaff - AZ,5312,3846,1466,0.276,0.724,0.9516,0.0484,0.4247,1.0
2007,4,AZ,29420,"Lake Havasu City, Kingman - AZ",12306,7466,4840,0.3933,0.6067,0.9482,0.0494,0.3237,1.0
2007,4,AZ,38060,"Phoenix, Mesa, Scottsdale - AZ",263935,170280,93655,0.3548,0.6452,0.956,0.0438,0.3863,1.0
2007,4,AZ,39140,Prescott - AZ,12303,8306,3997,0.3249,0.6751,0.9412,0.0584,0.3622,1.0
2007,4,AZ,46060,Tucson - AZ,46679,30636,16043,0.3437,0.6563,0.928,0.071,0.3969,1.0
2007,4,AZ,49740,Yuma - AZ,7737,5074,2663,0.3442,0.6558,0.8991,0.1009,0.3384,1.0
2007,40,OK,22900,"Fort Smith - AR, OK",2992,1885,1107,0.37,0.63,0.8981,0.0802,0.49,1.0
2007,40,OK,22900,"Fort Smith - AR, OK",2992,1885,1107,0.37,0.63,0.8981,0.0802,0.49,0.4582
2007,40,OK,30020,Lawton - OK,4531,3140,1391,0.307,0.693,0.6915,0.3079,0.5526,1.0
2007,40,OK,36420,Oklahoma City - OK,46929,32527,14402,0.3069,0.6931,0.8841,0.1147,0.5296,1.0
2007,40,OK,46140,Tulsa - OK,34049,23113,10936,0.3212,0.6788,0.9013,0.0926,0.5311,1.0
2007,41,OR,13460,Bend - OR,10281,7622,2659,0.2586,0.7414,0.9687,0.0296,0.3629,1.0
2007,41,OR,18700,Corvallis - OR,2425,1912,513,0.2115,0.7885,0.974,0.0256,0.4771,1.0
2007,41,OR,21660,"Eugene, Springfield - OR",13792,9673,4119,0.2987,0.7013,0.9396,0.0582,0.4024,1.0
2007,41,OR,32780,Medford - OR,8600,5946,2654,0.3086,0.6914,0.9521,0.0465,0.3486,1.0
2007,41,OR,38900,"Portland, Vancouver, Beaverton - OR, WA",83439,61637,21802,0.2613,0.7387,0.9676,0.0323,0.4336,1.0
2007,41,OR,38900,"Portland, Vancouver, Beaverton - OR, WA",83439,61637,21802,0.2613,0.7387,0.9676,0.0323,0.4336,3.5458
2007,41,OR,41420,Salem - OR,16506,11311,5195,0.3147,0.6853,0.9332,0.0661,0.385,1.0
2007,42,PA,10900,"Allentown, Bethlehem, Easton - PA, NJ",30694,20613,10081,0.3284,0.6716,0.9411,0.0584,0.4088,6.4687
2007,42,PA,10900,"Allentown, Bethlehem, Easton - PA, NJ",30694,20613,10081,0.3284,0.6716,0.9411,0.0584,0.4088,1.0
2007,42,PA,11020,Altoona - PA,4166,2425,1741,0.4179,0.5821,0.945,0.0545,0.3533,1.0
2007,42,PA,21500,Erie - PA,8372,4674,3698,0.4417,0.5583,0.9362,0.0619,0.3978,1.0
2007,42,PA,25420,"Harrisburg, Carlisle - PA",21041,14158,6883,0.3271,0.6729,0.9441,0.0553,0.4283,1.0
2007,42,PA,27780,Johnstown - PA,4290,2517,1773,0.4133,0.5867,0.9049,0.0923,0.4056,1.0
2007,42,PA,29540,Lancaster - PA,16682,11875,4807,0.2882,0.7118,0.9246,0.07,0.4455,1.0
2007,42,PA,30140,Lebanon - PA,5272,3567,1705,0.3234,0.6766,0.9484,0.0505,0.4219,1.0
2007,42,PA,35084,"Newark, Union - NJ, PA",4663,2810,1853,0.3974,0.6026,0.9391,0.056,0.3611,0.0578
2007,42,PA,35084,"Newark, Union - NJ, PA",4663,2810,1853,0.3974,0.6026,0.9391,0.056,0.3611,1.0
2007,42,PA,37964,Philadelphia - PA,151562,101886,49676,0.3278,0.6722,0.9567,0.0432,0.3961,1.0
2007,42,PA,38300,Pittsburgh - PA,77159,46247,30912,0.4006,0.5994,0.9376,0.0617,0.3997,1.0
2007,42,PA,39740,Reading - PA,16431,10710,5721,0.3482,0.6518,0.9495,0.0503,0.4126,1.0
2007,42,PA,42540,"Scranton, Wilkes-Barre - PA",19767,11826,7941,0.4017,0.5983,0.9543,0.0454,0.3707,1.0
2007,42,PA,44300,State College - PA,3725,2696,1029,0.2762,0.7238,0.964,0.0217,0.5017,1.0
2007,42,PA,48700,Williamsport - PA,3922,2460,1462,0.3728,0.6272,0.949,0.0431,0.411,1.0
2007,42,PA,49620,"York, Hanover - PA",19352,13218,6134,0.317,0.683,0.9151,0.084,0.4214,1.0
2007,42,PA,49660,"Youngstown, Warren, Boardman - OH, PA",3774,2067,1707,0.4523,0.5477,0.9406,0.0572,0.3476,0.2456
2007,42,PA,49660,"Youngstown, Warren, Boardman - OH, PA",3774,2067,1707,0.4523,0.5477,0.9406,0.0572,0.3476,1.0
2007,44,RI,39300,"Providence, New Bedford, Fall River - RI, MA",41494,26150,15344,0.3698,0.6302,0.9647,0.0353,0.3297,2.1854
2007,44,RI,39300,"Providence, New Bedford, Fall River - RI, MA",41494,26150,15344,0.3698,0.6302,0.9647,0.0353,0.3297,1.0
2007,45,SC,11340,Anderson - SC,6987,4646,2341,0.3351,0.6649,0.9436,0.0562,0.476,1.0
2007,45,SC,12260,"Augusta, Richmond County - GA, SC",6289,4398,1891,0.3007,0.6993,0.9178,0.0774,0.4802,0.4295
2007,45,SC,12260,"Augusta, Richmond County - GA, SC",6289,4398,1891,0.3007,0.6993,0.9178,0.0774,0.4802,1.0
2007,45,SC,16700,"Charleston, North Charleston - SC",34623,24275,10348,0.2989,0.7011,0.9327,0.0671,0.4775,1.0
2007,45,SC,16740,"Charlotte, Gastonia, Concord - NC, SC",12574,9088,3486,0.2772,0.7228,0.9292,0.0696,0.5626,0.1488
2007,45,SC,16740,"Charlotte, Gastonia, Concord - NC, SC",12574,9088,3486,0.2772,0.7228,0.9292,0.0696,0.5626,1.0
2007,45,SC,17900,Columbia - SC,33337,22139,11198,0.3359,0.6641,0.9171,0.0807,0.5044,1.0
2007,45,SC,22500,Florence - SC,7400,4410,2990,0.4041,0.5959,0.9601,0.0391,0.4788,1.0
2007,45,SC,24860,"Greenville, Mauldin, Easley - SC",25980,18309,7671,0.2953,0.7047,0.9348,0.0643,0.5234,1.0
2007,45,SC,34820,"Myrtle Beach, Conway, North Myrtle Beach - SC",22032,15969,6063,0.2752,0.7248,0.9818,0.0179,0.5423,1.0
2007,45,SC,43900,Spartanburg - SC,11071,7085,3986,0.36,0.64,0.9387,0.0582,0.4703,1.0
2007,45,SC,44940,Sumter - SC,3915,2339,1576,0.4026,0.5974,0.8843,0.1121,0.4572,1.0
2007,46,SD,39660,Rapid City - SD,4851,3671,1180,0.2432,0.7568,0.8879,0.1016,0.5211,1.0
2007,46,SD,43580,"Sioux City - IA, NE, SD",537,416,121,0.2253,0.7747,0.9236,0.0447,0.5531,0.1712
2007,46,SD,43580,"Sioux City - IA, NE, SD",537,416,121,0.2253,0.7747,0.9236,0.0447,0.5531,0.7113
2007,46,SD,43580,"Sioux City - IA, NE, SD",537,416,121,0.2253,0.7747,0.9236,0.0447,0.5531,1.0
2007,46,SD,43620,Sioux Falls - SD,8321,6559,1762,0.2118,0.7882,0.9023,0.0814,0.5883,1.0
2007,47,TN,16860,"Chattanooga - TN, GA",17202,11170,6032,0.3507,0.6493,0.9158,0.0833,0.4187,2.6227
2007,47,TN,16860,"Chattanooga - TN, GA",17202,11170,6032,0.3507,0.6493,0.9158,0.0833,0.4187,1.0
2007,47,TN,17300,"Clarksville - TN, KY",9134,6830,2304,0.2522,0.7478,0.6188,0.3807,0.6042,3.1356
2007,47,TN,17300,"Clarksville - TN, KY",9134,6830,2304,0.2522,0.7478,0.6188,0.3807,0.6042,1.0
2007,47,TN,17420,Cleveland - TN,4764,3152,1612,0.3384,0.6616,0.8877,0.1083,0.3713,1.0
2007,47,TN,27180,Jackson - TN,4774,2965,1809,0.3789,0.6211,0.9078,0.0878,0.4625,1.0
2007,47,TN,27740,Johnson City - TN,7208,5034,2174,0.3016,0.6984,0.9262,0.0735,0.4806,1.0
2007,47,TN,28700,"Kingsport, Bristol, Bristol - TN, VA",7589,5088,2501,0.3296,0.6704,0.9286,0.0702,0.4491,1.0
2007,47,TN,28700,"Kingsport, Bristol, Bristol - TN, VA",7589,5088,2501,0.3296,0.6704,0.9286,0.0702,0.4491,2.3857
2007,47,TN,28940,Knoxville - TN,30810,22044,8766,0.2845,0.7155,0.9303,0.0678,0.4799,1.0
2007,47,TN,32820,"Memphis - TN, MS, AR",47968,27139,20829,0.4342,0.5658,0.9231,0.076,0.4468,4.3324
2007,47,TN,32820,"Memphis - TN, MS, AR",47968,27139,20829,0.4342,0.5658,0.9231,0.076,0.4468,1.0
2007,47,TN,32820,"Memphis - TN, MS, AR",47968,27139,20829,0.4342,0.5658,0.9231,0.076,0.4468,31.0674
2007,47,TN,34100,Morristown - TN,5464,3513,1951,0.3571,0.6429,0.9063,0.0867,0.401,1.0
2007,47,TN,34980,"Nashville-Davidson, Murfreesboro, Franklin - TN",76720,55221,21499,0.2802,0.7198,0.8885,0.1079,0.509,1.0
2007,48,TX,10180,Abilene - TX,4087,3011,1076,0.2633,0.7367,0.8123,0.1845,0.6758,1.0
2007,48,TX,11100,Amarillo - TX,7465,5366,2099,0.2812,0.7188,0.8644,0.1354,0.6019,1.0
2007,48,TX,12420,"Austin, Round Rock - TX",63935,47127,16808,0.2629,0.7371,0.9039,0.0951,0.6577,1.0
2007,48,TX,13140,"Beaumont, Port Arthur - TX",9783,6014,3769,0.3853,0.6147,0.9315,0.0675,0.5695,1.0
2007,48,TX,15180,"Brownsville, Harlingen - TX",9995,5135,4860,0.4862,0.5138,0.9214,0.0767,0.4487,1.0
2007,48,TX,17780,"College Station, Bryan - TX",5380,4064,1316,0.2446,0.7554,0.9074,0.0872,0.7123,1.0
2007,48,TX,18580,Corpus Christi - TX,13097,8316,4781,0.365,0.635,0.8913,0.105,0.5453,1.0
2007,48,TX,19124,"Dallas, Plano, Irving - TX",148187,98235,49952,0.3371,0.6629,0.8986,0.1004,0.59,1.0
2007,48,TX,21340,El Paso - TX,25831,14755,11076,0.4288,0.5712,0.9153,0.0809,0.4388,1.0
2007,48,TX,23104,"Fort Worth, Arlington - TX",77196,50777,26419,0.3422,0.6578,0.8642,0.1351,0.5926,1.0
2007,48,TX,26420,"Houston, Sugar Land, Baytown - TX",208369,131307,77062,0.3698,0.6302,0.9302,0.0695,0.603,1.0
2007,48,TX,28660,"Killeen, Temple, Fort Hood - TX",12230,8915,3315,0.2711,0.7289,0.6374,0.3621,0.6817,1.0
2007,48,TX,29700,Laredo - TX,6315,3518,2797,0.4429,0.5571,0.8811,0.1186,0.5373,1.0
2007,48,TX,30980,Longview - TX,5567,3781,1786,0.3208,0.6792,0.9102,0.0758,0.6222,1.0
2007,48,TX,31180,Lubbock - TX,8360,5913,2447,0.2927,0.7073,0.7872,0.2126,0.628,1.0
2007,48,TX,32580,"McAllen, Edinburg, Mission - TX",18301,9359,8942,0.4886,0.5114,0.9462,0.0517,0.4606,1.0
2007,48,TX,33260,Midland - TX,4822,3539,1283,0.2661,0.7339,0.9322,0.0676,0.6215,1.0
2007,48,TX,36220,Odessa - TX,3566,2221,1345,0.3772,0.6228,0.9243,0.0754,0.6018,1.0
2007,48,TX,41660,San Angelo - TX,3059,2203,856,0.2798,0.7202,0.8186,0.1811,0.6048,1.0
2007,48,TX,41700,San Antonio - TX,71923,47315,24608,0.3421,0.6579,0.8515,0.1483,0.5841,1.0
2007,48,TX,43300,"Sherman, Denison - TX",3898,2595,1303,0.3343,0.6657,0.8728,0.1244,0.541,1.0
2007,48,TX,45500,"Texarkana, TX - Texarkana, AR",2489,1675,814,0.327,0.673,0.8883,0.0944,0.5886,1.0
2007,48,TX,45500,"Texarkana, TX - Texarkana, AR",2489,1675,814,0.327,0.673,0.8883,0.0944,0.5886,2.271
2007,48,TX,46340,Tyler - TX,6385,4300,2085,0.3265,0.6735,0.9259,0.0691,0.5831,1.0
2007,48,TX,47020,Victoria - TX,2798,1910,888,0.3174,0.6826,0.8803,0.1197,0.6069,1.0
2007,48,TX,47380,Waco - TX,6109,4009,2100,0.3438,0.6562,0.873,0.1269,0.5595,1.0
2007,48,TX,48660,Wichita Falls - TX,4223,3059,1164,0.2756,0.7244,0.8096,0.183,0.6083,1.0
2007,49,UT,30860,"Logan - UT, ID",4150,3072,1078,0.2598,0.7402,0.8677,0.1289,0.5123,9.2634
2007,49,UT,30860,"Logan - UT, ID",4150,3072,1078,0.2598,0.7402,0.8677,0.1289,0.5123,1.0
2007,49,UT,36260,"Ogden, Clearfield - UT",29663,22092,7571,0.2552,0.7448,0.8761,0.1238,0.4594,1.0
2007,49,UT,39340,"Provo, Orem - UT",27715,19793,7922,0.2858,0.7142,0.9362,0.0629,0.464,1.0
2007,49,UT,41100,St. George - UT,8171,5459,2712,0.3319,0.6681,0.9563,0.0431,0.4107,1.0
2007,49,UT,41620,Salt Lake City - UT,63723,45860,17863,0.2803,0.7197,0.9276,0.072,0.4245,1.0
2007,5,AR,22220,"Fayetteville, Springdale, Rogers - AR, MO",19976,14928,5048,0.2527,0.7473,0.9035,0.0869,0.5004,26.5992
2007,5,AR,22220,"Fayetteville, Springdale, Rogers - AR, MO",19976,14928,5048,0.2527,0.7473,0.9035,0.0869,0.5004,1.0
2007,5,AR,22900,"Fort Smith - AR, OK",6530,4996,1534,0.2349,0.7651,0.8142,0.16,0.525,2.1825
2007,5,AR,22900,"Fort Smith - AR, OK",6530,4996,1534,0.2349,0.7651,0.8142,0.16,0.525,1.0
2007,5,AR,26300,Hot Springs - AR,3896,2870,1026,0.2633,0.7367,0.9407,0.0572,0.5418,1.0
2007,5,AR,27860,Jonesboro - AR,3982,2995,987,0.2479,0.7521,0.8802,0.1057,0.5439,1.0
2007,5,AR,30780,"Little Rock, North Little Rock, Conway - AR",24364,18228,6136,0.2518,0.7482,0.8487,0.1402,0.5643,1.0
2007,5,AR,32820,"Memphis - TN, MS, AR",1544,1052,492,0.3187,0.6813,0.8057,0.1794,0.6017,0.1395
2007,5,AR,32820,"Memphis - TN, MS, AR",1544,1052,492,0.3187,0.6813,0.8057,0.1794,0.6017,0.0322
2007,5,AR,32820,"Memphis - TN, MS, AR",1544,1052,492,0.3187,0.6813,0.8057,0.1794,0.6017,1.0
2007,5,AR,38220,Pine Bluff - AR,2407,1492,915,0.3801,0.6199,0.8666,0.1275,0.5114,1.0
2007,5,AR,45500,"Texarkana, TX - Texarkana, AR",1096,768,328,0.2993,0.7007,0.9051,0.094,0.5675,0.4403
2007,5,AR,45500,"Texarkana, TX - Texarkana, AR",1096,768,328,0.2993,0.7007,0.9051,0.094,0.5675,1.0
2007,50,VT,15540,"Burlington, South Burlington - VT",7835,6068,1767,0.2255,0.7745,0.974,0.0257,0.4227,1.0
2007,51,VA,13980,"Blacksburg, Christiansburg, Radford - VA",5143,3496,1647,0.3202,0.6798,0.9039,0.0682,0.4342,1.0
2007,51,VA,16820,Charlottesville - VA,8427,6266,2161,0.2564,0.7436,0.9642,0.0349,0.4018,1.0
2007,51,VA,19260,Danville - VA,3428,1964,1464,0.4271,0.5729,0.8941,0.0939,0.3404,1.0
2007,51,VA,25500,Harrisonburg - VA,4144,2950,1194,0.2881,0.7119,0.9551,0.0396,0.4073,1.0
2007,51,VA,28700,"Kingsport, Bristol, Bristol - TN, VA",3181,2004,1177,0.37,0.63,0.9528,0.0387,0.4077,0.4192
2007,51,VA,28700,"Kingsport, Bristol, Bristol - TN, VA",3181,2004,1177,0.37,0.63,0.9528,0.0387,0.4077,1.0
2007,51,VA,31340,Lynchburg - VA,10199,7024,3175,0.3113,0.6887,0.9183,0.0732,0.3824,1.0
2007,51,VA,40060,Richmond - VA,67930,45391,22539,0.3318,0.6682,0.9277,0.0717,0.3582,1.0
2007,51,VA,40220,Roanoke - VA,13134,8980,4154,0.3163,0.6837,0.921,0.0732,0.3793,1.0
2007,51,VA,47260,"Virginia Beach, Norfolk, Newport News - VA, NC",87448,59636,27812,0.318,0.682,0.8837,0.1163,0.3338,51.9596
2007,51,VA,47260,"Virginia Beach, Norfolk, Newport News - VA, NC",87448,59636,27812,0.318,0.682,0.8837,0.1163,0.3338,1.0
2007,51,VA,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",115689,82087,33602,0.2905,0.7095,0.9711,0.0287,0.4242,4.4112
2007,51,VA,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",115689,82087,33602,0.2905,0.7095,0.9711,0.0287,0.4242,1.4233
2007,51,VA,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",115689,82087,33602,0.2905,0.7095,0.9711,0.0287,0.4242,1.0
2007,51,VA,47894,"Washington, Arlington, Alexandria - DC, VA, MD, WV",115689,82087,33602,0.2905,0.7095,0.9711,0.0287,0.4242,37.9931
2007,51,VA,49020,"Winchester - VA, WV",5575,3739,1836,0.3293,0.6707,0.951,0.0456,0.336,1.0
2007,51,VA,49020,"Winchester - VA, WV",5575,3739,1836,0.3293,0.6707,0.951,0.0456,0.336,4.852
2007,53,WA,13380,Bellingham - WA,8869,6747,2122,0.2393,0.7607,0.9517,0.0478,0.4543,1.0
2007,53,WA,14740,"Bremerton, Silverdale - WA",13125,9609,3516,0.2679,0.7321,0.9038,0.0962,0.3334,1.0
2007,53,WA,28420,"Kennewick, Richland, Pasco - WA",9886,6801,3085,0.3121,0.6879,0.8876,0.1119,0.5128,1.0
2007,53,WA,30300,"Lewiston - ID, WA",936,648,288,0.3077,0.6923,0.8697,0.1303,0.3964,0.5928
2007,53,WA,30300,"Lewiston - ID, WA",936,648,288,0.3077,0.6923,0.8697,0.1303,0.3964,1.0
2007,53,WA,31020,Longview - WA,5615,3700,1915,0.3411,0.6589,0.9184,0.0812,0.3227,1.0
2007,53,WA,34580,"Mount Vernon, Anacortes - WA",5700,4085,1615,0.2833,0.7167,0.9198,0.08,0.4095,1.0
2007,53,WA,36500,Olympia - WA,13713,10216,3497,0.255,0.745,0.8849,0.1141,0.4129,1.0
2007,53,WA,38900,"Portland, Vancouver, Beaverton - OR, WA",23532,16153,7379,0.3136,0.6864,0.947,0.0529,0.3612,0.282
